code,label
A69,Other spirochaetal infections
A69,Other spirochaetal infections
A69,Other spirochaetal infections
A69,Other spirochaetal infections
A69,Other spirochaetal infections
A69,Other spirochaetal infections
A70,Chlamydia psittaci infection
A71,Trachoma
A71,Trachoma
A71,Trachoma
A71,Trachoma
A74,Other diseases caused by chlamydiae
A74,Other diseases caused by chlamydiae
A74,Other diseases caused by chlamydiae
A74,Other diseases caused by chlamydiae
A75,Typhus fever
A75,Typhus fever
A75,Typhus fever
A75,Typhus fever
A75,Typhus fever
A75,Typhus fever
A77,Spotted fever [tick-borne rickettsioses]
A77,Spotted fever [tick-borne rickettsioses]
A77,Spotted fever [tick-borne rickettsioses]
A77,Spotted fever [tick-borne rickettsioses]
A77,Spotted fever [tick-borne rickettsioses]
A77,Spotted fever [tick-borne rickettsioses]
A77,Spotted fever [tick-borne rickettsioses]
A78,Q fever
A79,Other rickettsioses
A79,Other rickettsioses
A79,Other rickettsioses
A79,Other rickettsioses
A79,Other rickettsioses
A80,Acute poliomyelitis
A80,Acute poliomyelitis
A80,Acute poliomyelitis
A80,Acute poliomyelitis
A80,Acute poliomyelitis
A80,Acute poliomyelitis
A80,Acute poliomyelitis
A81,Atypical virus infections of central nervous system
A81,Atypical virus infections of central nervous system
A81,Atypical virus infections of central nervous system
A81,Atypical virus infections of central nervous system
A81,Atypical virus infections of central nervous system
A81,Atypical virus infections of central nervous system
A82,Rabies
A82,Rabies
A82,Rabies
A82,Rabies
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A83,Mosquito-borne viral encephalitis
A84,Tick-borne viral encephalitis
A84,Tick-borne viral encephalitis
A84,Tick-borne viral encephalitis
A84,Tick-borne viral encephalitis
A84,Tick-borne viral encephalitis
A85,"Other viral encephalitis, not elsewhere classified"
A85,"Other viral encephalitis, not elsewhere classified"
A85,"Other viral encephalitis, not elsewhere classified"
A85,"Other viral encephalitis, not elsewhere classified"
A85,"Other viral encephalitis, not elsewhere classified"
A86,Unspecified viral encephalitis
A87,Viral meningitis
A87,Viral meningitis
A87,Viral meningitis
A87,Viral meningitis
A87,Viral meningitis
A87,Viral meningitis
A88,"Other viral infections of central nervous system, not elsewhere classified"
A88,"Other viral infections of central nervous system, not elsewhere classified"
A88,"Other viral infections of central nervous system, not elsewhere classified"
A88,"Other viral infections of central nervous system, not elsewhere classified"
A89,Unspecified viral infection of central nervous system
A90,Dengue fever [classical dengue]
A91,Dengue haemorrhagic fever
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A92,Other mosquito-borne viral fevers
A93,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,"Other arthropod-borne viral fevers, not elsewhere classified"
A94,Unspecified arthropod-borne viral fever
A95,Yellow fever
A95,Yellow fever
A95,Yellow fever
A95,Yellow fever
A96,Arenaviral haemorrhagic fever
A96,Arenaviral haemorrhagic fever
A96,Arenaviral haemorrhagic fever
A96,Arenaviral haemorrhagic fever
A96,Arenaviral haemorrhagic fever
A96,Arenaviral haemorrhagic fever
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A98,"Other viral haemorrhagic fevers, not elsewhere classified"
A99,Unspecified viral haemorrhagic fever
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B00,Herpesviral [herpes simplex] infections
B01,Varicella [chickenpox]
B01,Varicella [chickenpox]
B01,Varicella [chickenpox]
B01,Varicella [chickenpox]
B01,Varicella [chickenpox]
B01,Varicella [chickenpox]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B02,Zoster [herpes zoster]
B03,Smallpox
B04,Monkeypox
B05,Measles
B05,Measles
B05,Measles
B05,Measles
B05,Measles
B05,Measles
B05,Measles
B05,Measles
B06,Rubella [German measles]
B06,Rubella [German measles]
B06,Rubella [German measles]
B06,Rubella [German measles]
B07,Viral warts
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B09,Unspecified viral infection characterized by skin and mucous membrane lesions
B15,Acute hepatitis A
B15,Acute hepatitis A
B15,Acute hepatitis A
B16,Acute hepatitis B
B16,Acute hepatitis B
B16,Acute hepatitis B
B16,Acute hepatitis B
B16,Acute hepatitis B
B17,Other acute viral hepatitis
B17,Other acute viral hepatitis
B17,Other acute viral hepatitis
B17,Other acute viral hepatitis
B17,Other acute viral hepatitis
B17,Other acute viral hepatitis
B18,Chronic viral hepatitis
B18,Chronic viral hepatitis
B18,Chronic viral hepatitis
B18,Chronic viral hepatitis
B18,Chronic viral hepatitis
B18,Chronic viral hepatitis
B19,Unspecified viral hepatitis
B19,Unspecified viral hepatitis
B19,Unspecified viral hepatitis
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
B24,Unspecified human immunodeficiency virus [HIV] disease
B25,Cytomegaloviral disease
B25,Cytomegaloviral disease
B25,Cytomegaloviral disease
B25,Cytomegaloviral disease
B25,Cytomegaloviral disease
B25,Cytomegaloviral disease
B26,Mumps
B26,Mumps
B26,Mumps
B26,Mumps
B26,Mumps
B26,Mumps
B26,Mumps
B27,Infectious mononucleosis
B27,Infectious mononucleosis
B27,Infectious mononucleosis
B27,Infectious mononucleosis
B27,Infectious mononucleosis
B30,Viral conjunctivitis
B30,Viral conjunctivitis
B30,Viral conjunctivitis
B30,Viral conjunctivitis
B30,Viral conjunctivitis
B30,Viral conjunctivitis
B30,Viral conjunctivitis
B33,"Other viral diseases, not elsewhere classified"
B33,"Other viral diseases, not elsewhere classified"
B33,"Other viral diseases, not elsewhere classified"
B33,"Other viral diseases, not elsewhere classified"
B33,"Other viral diseases, not elsewhere classified"
B33,"Other viral diseases, not elsewhere classified"
B33,"Other viral diseases, not elsewhere classified"
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B34,Viral infection of unspecified site
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B35,Dermatophytosis
B36,Other superficial mycoses
B36,Other superficial mycoses
B36,Other superficial mycoses
B36,Other superficial mycoses
B36,Other superficial mycoses
B36,Other superficial mycoses
B36,Other superficial mycoses
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B37,Candidiasis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B38,Coccidioidomycosis
B39,Histoplasmosis
B39,Histoplasmosis
B39,Histoplasmosis
B39,Histoplasmosis
B39,Histoplasmosis
B39,Histoplasmosis
B39,Histoplasmosis
B39,Histoplasmosis
B40,Blastomycosis
B40,Blastomycosis
B40,Blastomycosis
B40,Blastomycosis
B40,Blastomycosis
B40,Blastomycosis
B40,Blastomycosis
B40,Blastomycosis
B41,Paracoccidioidomycosis
B41,Paracoccidioidomycosis
B41,Paracoccidioidomycosis
B41,Paracoccidioidomycosis
B41,Paracoccidioidomycosis
B42,Sporotrichosis
B42,Sporotrichosis
B42,Sporotrichosis
B42,Sporotrichosis
B42,Sporotrichosis
B42,Sporotrichosis
B43,Chromomycosis and phaeomycotic abscess
B43,Chromomycosis and phaeomycotic abscess
B43,Chromomycosis and phaeomycotic abscess
B43,Chromomycosis and phaeomycotic abscess
B43,Chromomycosis and phaeomycotic abscess
B43,Chromomycosis and phaeomycotic abscess
B44,Aspergillosis
B44,Aspergillosis
B44,Aspergillosis
B44,Aspergillosis
B44,Aspergillosis
B44,Aspergillosis
B44,Aspergillosis
B45,Cryptococcosis
B45,Cryptococcosis
B45,Cryptococcosis
B45,Cryptococcosis
B45,Cryptococcosis
B45,Cryptococcosis
B45,Cryptococcosis
B45,Cryptococcosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B46,Zygomycosis
B47,Mycetoma
B47,Mycetoma
B47,Mycetoma
B47,Mycetoma
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B48,"Other mycoses, not elsewhere classified"
B49,Unspecified mycosis
B50,Plasmodium falciparum malaria
B50,Plasmodium falciparum malaria
B50,Plasmodium falciparum malaria
B50,Plasmodium falciparum malaria
B51,Plasmodium vivax malaria
B51,Plasmodium vivax malaria
B51,Plasmodium vivax malaria
B51,Plasmodium vivax malaria
B52,Plasmodium malariae malaria
B52,Plasmodium malariae malaria
B52,Plasmodium malariae malaria
B52,Plasmodium malariae malaria
B53,Other parasitologically confirmed malaria
B53,Other parasitologically confirmed malaria
B53,Other parasitologically confirmed malaria
B53,Other parasitologically confirmed malaria
B54,Unspecified malaria
B55,Leishmaniasis
B55,Leishmaniasis
B55,Leishmaniasis
B55,Leishmaniasis
B55,Leishmaniasis
B56,African trypanosomiasis
B56,African trypanosomiasis
B56,African trypanosomiasis
B56,African trypanosomiasis
B57,Chagas' disease
B57,Chagas' disease
B57,Chagas' disease
B57,Chagas' disease
B57,Chagas' disease
B57,Chagas' disease
B57,Chagas' disease
B58,Toxoplasmosis
B58,Toxoplasmosis
B58,Toxoplasmosis
B58,Toxoplasmosis
B58,Toxoplasmosis
B58,Toxoplasmosis
B58,Toxoplasmosis
B59,Pneumocystosis (J17.3*)
B60,"Other protozoal diseases, not elsewhere classified"
B60,"Other protozoal diseases, not elsewhere classified"
B60,"Other protozoal diseases, not elsewhere classified"
B60,"Other protozoal diseases, not elsewhere classified"
B60,"Other protozoal diseases, not elsewhere classified"
B64,Unspecified protozoal disease
B65,Schistosomiasis [bilharziasis]
B65,Schistosomiasis [bilharziasis]
B65,Schistosomiasis [bilharziasis]
B65,Schistosomiasis [bilharziasis]
B65,Schistosomiasis [bilharziasis]
B65,Schistosomiasis [bilharziasis]
B65,Schistosomiasis [bilharziasis]
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B66,Other fluke infections
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B67,Echinococcosis
B68,Taeniasis
B68,Taeniasis
B68,Taeniasis
B68,Taeniasis
B69,Cysticercosis
B69,Cysticercosis
B69,Cysticercosis
B69,Cysticercosis
B69,Cysticercosis
B70,Diphyllobothriasis and sparganosis
B70,Diphyllobothriasis and sparganosis
B70,Diphyllobothriasis and sparganosis
B71,Other cestode infections
B71,Other cestode infections
B71,Other cestode infections
B71,Other cestode infections
B71,Other cestode infections
B72,Dracunculiasis
B73,Onchocerciasis
B74,Filariasis
B74,Filariasis
B74,Filariasis
B74,Filariasis
B74,Filariasis
B74,Filariasis
B74,Filariasis
B74,Filariasis
B75,Trichinellosis
B76,Hookworm diseases
B76,Hookworm diseases
B76,Hookworm diseases
B76,Hookworm diseases
B76,Hookworm diseases
B77,Ascariasis
B77,Ascariasis
B77,Ascariasis
B77,Ascariasis
B78,Strongyloidiasis
B78,Strongyloidiasis
B78,Strongyloidiasis
B78,Strongyloidiasis
B78,Strongyloidiasis
B79,Trichuriasis
B80,Enterobiasis
B81,"Other intestinal helminthiases, not elsewhere classified"
B81,"Other intestinal helminthiases, not elsewhere classified"
B81,"Other intestinal helminthiases, not elsewhere classified"
B81,"Other intestinal helminthiases, not elsewhere classified"
B81,"Other intestinal helminthiases, not elsewhere classified"
B81,"Other intestinal helminthiases, not elsewhere classified"
B81,"Other intestinal helminthiases, not elsewhere classified"
B82,Unspecified intestinal parasitism
B82,Unspecified intestinal parasitism
B82,Unspecified intestinal parasitism
B83,Other helminthiases
B83,Other helminthiases
B83,Other helminthiases
B83,Other helminthiases
B83,Other helminthiases
B83,Other helminthiases
B83,Other helminthiases
B83,Other helminthiases
B85,Pediculosis and phthiriasis
B85,Pediculosis and phthiriasis
B85,Pediculosis and phthiriasis
B85,Pediculosis and phthiriasis
B85,Pediculosis and phthiriasis
B85,Pediculosis and phthiriasis
B86,Scabies
B87,Myiasis
B87,Myiasis
B87,Myiasis
B87,Myiasis
B87,Myiasis
B87,Myiasis
B87,Myiasis
B87,Myiasis
B88,Other infestations
B88,Other infestations
B88,Other infestations
B88,Other infestations
B88,Other infestations
B88,Other infestations
B88,Other infestations
B89,Unspecified parasitic disease
B90,Sequelae of tuberculosis
B90,Sequelae of tuberculosis
B90,Sequelae of tuberculosis
B90,Sequelae of tuberculosis
B90,Sequelae of tuberculosis
B90,Sequelae of tuberculosis
B91,Sequelae of poliomyelitis
B92,Sequelae of leprosy
B94,Sequelae of other and unspecified infectious and parasitic diseases
B94,Sequelae of other and unspecified infectious and parasitic diseases
B94,Sequelae of other and unspecified infectious and parasitic diseases
B94,Sequelae of other and unspecified infectious and parasitic diseases
B94,Sequelae of other and unspecified infectious and parasitic diseases
B94,Sequelae of other and unspecified infectious and parasitic diseases
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters
